Video ID,User ID,Comment
smQNNo2a9xc,UCwaxvXejQwQgAPyq-3q6mLA,Musk is like one of those menacing evil characters in a James Bond movie. Where&#39;s Mr Tinkles his Persian cat?!!!
smQNNo2a9xc,UCCTm-D2-cYOWpk2tbqm2WoA,"Cancel all his government contracts, and send him back to where SA."
smQNNo2a9xc,UCfkRAvdTT9QgxGdDJbxYMKg,I think he did it to trigger the left. Looks like mission acomplished.
smQNNo2a9xc,UCyLL1kJ7dR-i37BTBldcwmQ,"He said my heart goes out to you,  are you really insane? I think you are."
smQNNo2a9xc,UCpx8k_mL2W8YZtoRIw9I4WA,Oh no! Let&#39;s see what the ADL has to say about this! Oh...
smQNNo2a9xc,UC2CKTiFgbeDBw-TU7ZsEnyg,I mean honestly he was doing a heart gesture but then realized what it looked like so that’s why he subtlety then explained after saying his heart goes out to the people. So I think it was just an adrenaline in the moment thing he accidentally did. But fox should not have edited it out cause then they’re no better than cnn or msnbc etc.
smQNNo2a9xc,UCobv5IU4Th_9jexGutcUujw,People are just seeing what they want to see. We shouldn&#39;t burn a man just because he held out his hand incorrectly.
smQNNo2a9xc,UC924x4TAnSDb9nd_V4lHYOA,Fox “News” edited out the salute from their broadcast 😂
smQNNo2a9xc,UC_X2p7y-1E4qJuNwYCfrKrw,&#39;Merika
smQNNo2a9xc,UC6fpZZXZF-CzrXvuHuvSXsA,That was the hardest salute I&#39;ve ever seen😅😅😅
smQNNo2a9xc,UCrFESI8E7bOb3etbTQKnWrA,He is from South Africa.
